,displayname,domain,params,path,tagname
id_84,AOL ADTECH;cors=yes;cmd=bid;alias=166422e722288d4;grp=160;misc=1465518893295,adtechus.com,cors=yes;cmd=bid;alias=166422e722288d4;grp=160;misc=1465518893295,/pubapi/3.0/10064.1/3942639/0/0/ADTECH,AOL
id_85,AOL ADTECH;cors=yes;cmd=bid;alias=178efd8bfee5e33;grp=160;misc=1465518893300,adtechus.com,cors=yes;cmd=bid;alias=178efd8bfee5e33;grp=160;misc=1465518893300,/pubapi/3.0/10064.1/3942641/0/0/ADTECH,AOL
id_86,AOL ADTECH;cors=yes;cmd=bid;alias=18618c5f5a538fc;grp=160;misc=1465518893304,adtechus.com,cors=yes;cmd=bid;alias=18618c5f5a538fc;grp=160;misc=1465518893304,/pubapi/3.0/10064.1/3942643/0/0/ADTECH,AOL
id_87,AOL ADTECH;cors=yes;cmd=bid;alias=19b96a9eadae335;grp=160;misc=1465518893307,adtechus.com,cors=yes;cmd=bid;alias=19b96a9eadae335;grp=160;misc=1465518893307,/pubapi/3.0/10064.1/3942645/0/0/ADTECH,AOL
id_88,AOL ADTECH;cors=yes;cmd=bid;alias=209530b08290609;grp=160;misc=1465518893313,adtechus.com,cors=yes;cmd=bid;alias=209530b08290609;grp=160;misc=1465518893313,/pubapi/3.0/10064.1/3942648/0/0/ADTECH,AOL
id_89,AOL ADTECH;cors=yes;cmd=bid;alias=216a183a507183c;grp=160;misc=1465518893316,adtechus.com,cors=yes;cmd=bid;alias=216a183a507183c;grp=160;misc=1465518893316,/pubapi/3.0/10064.1/3942649/0/0/ADTECH,AOL
id_9,AppNexus async_usersync.html,adnxs.com,,/ib/static/usersync/v3/async_usersync.html,AppNexus
id_90,AOL ADTECH;cors=yes;cmd=bid;alias=225191f30720d17;grp=160;misc=1465518893321,adtechus.com,cors=yes;cmd=bid;alias=225191f30720d17;grp=160;misc=1465518893321,/pubapi/3.0/10064.1/3942651/0/0/ADTECH,AOL
id_91,AOL ADTECH;cors=yes;cmd=bid;alias=230077765f47127;grp=160;misc=1465518893323,adtechus.com,cors=yes;cmd=bid;alias=230077765f47127;grp=160;misc=1465518893323,/pubapi/3.0/10064.1/3942653/0/0/ADTECH,AOL
id_92,Simpli.fi dpx,simpli.fi,,/dpx,Simpli.fi
id_93,Content.ad widget.aspx,content.ad,,/Scripts/widget.aspx,Content.ad
id_94,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_95,Pubmatic AdCallAggregator,pubmatic.com,,/AdServer/AdCallAggregator,Pubmatic
id_96,DoubleClick ads,g.doubleclick.net,,/pagead/ads,DoubleClick
id_97,AOL ADTECH;cors=yes;cmd=bid;alias=4473be35377f45;grp=344;misc=1465518880937,adtechus.com,cors=yes;cmd=bid;alias=4473be35377f45;grp=344;misc=1465518880937,/pubapi/3.0/10064.1/3942657/0/0/ADTECH,AOL
id_98,AOL ADTECH;cors=yes;cmd=bid;alias=5084aac7605f6b;grp=344;misc=1465518880943,adtechus.com,cors=yes;cmd=bid;alias=5084aac7605f6b;grp=344;misc=1465518880943,/pubapi/3.0/10064.1/3942675/0/0/ADTECH,AOL
id_99,AOL ADTECH;cors=yes;cmd=bid;alias=677e7e40c9531e;grp=344;misc=1465518880947,adtechus.com,cors=yes;cmd=bid;alias=677e7e40c9531e;grp=344;misc=1465518880947,/pubapi/3.0/10064.1/3942659/0/0/ADTECH,AOL
